lemma,pos,synonyms,hypernyms
computer,NNS,calculator|computer|computing device|computing machine|data processor|electronic computer|estimator|figurer|information processing system|reckoner,machine|expert
courthouse,NNS,courthouse,government building|house
bridge,VB,bridge|bridge over,connect|link|tie|link up|join|traverse|track|cover|cross|pass over|get over|get across|cut through|cut across
keep,VBZ,celebrate|continue|go along|go on|hold|hold back|hold on|hold open|keep|keep back|keep on|keep open|maintain|observe|preserve|prevent|proceed|restrain|retain|save|stay fresh|sustain,act|move|have|have got|hold|record|enter|put down|lodge|accommodate|prolong|sustain|keep up|stay|remain|rest|protect|grow|raise|farm|produce|reserve|book|store|confine|detain|cook|fix|ready|make|prepare
pima,NNP,pima,plains indian|buffalo indian|uto-aztecan|uto-aztecan language
claim,NNS,call|claim|title,assertion|averment|asseveration|demand|right|legal right
proceedings,NNS,legal proceeding|minutes|proceeding|proceedings|transactions,due process|due process of law|written record|written account
obtain,VBG,find|get|hold|incur|obtain|prevail|receive,get|acquire|change|exist|be
are,NNP,ar|are,area unit|square measure
director,NNS,conductor|director|film director|manager|managing director|music director|theater director|theatre director,administrator|decision maker|committee member|supervisor|film maker|filmmaker|film producer|movie maker|musician
bare,JJ,au naturel(p)|bare|bare(a)|barren|bleak|desolate|marginal|mere(a)|naked|nude|plain|scanty|simple(a)|spare|stark|stripped|unembellished|unfinished|unornamented|unsheathed,
bone,NNS,bone|ivory|off-white|os|osseous tissue|pearl,connective tissue|animal material|white|whiteness
staffer,NNS,staff member|staffer,employee
volunteer,NN,military volunteer|tennessean|unpaid worker|voluntary|volunteer|volunteer,serviceman|military man|man|military personnel|worker|american
run,VBZ,be given|black market|bleed|break away|bunk|campaign|carry|consort|course|die hard|draw|endure|escape|execute|extend|feed|flow|fly the coop|function|go|guide|head for the hills|hightail it|hunt|hunt down|incline|ladder|lam|lead|lean|melt|melt down|move|operate|pass|persist|play|ply|prevail|race|range|run|run away|run for|scarper|scat|take to the woods|tend|track down|turn tail|unravel|work,travel rapidly|speed|hurry|zip|leave|go forth|go away|be|direct|move|race|run|travel|go|locomote|function|work|operate|become|get|process|treat|incur|continue|occur|enforce|implement|apply|circulate|circularize|circularise|distribute|disseminate|propagate|broadcast|spread|diffuse|disperse|pass around|carry through|accomplish|execute|carry out|action|fulfill|fulfil|pass|make pass|succeed|win|come through|bring home the bacon|deliver the goods|trade|merchandise|displace|spread out|fan out|sail|last|endure|free|liberate|release|unloose|unloosen|loose|accompany|trip|jaunt|capture|catch|compete|vie|contend|change|dissolve|resolve|break up|break|separate|split up|fall apart|come apart|disintegrate
elder,NNP,elder|elderberry bush|senior,adult|grownup|shrub|bush|church officer
hotline,NNP,,NA
acclaim,NN,acclaim|acclamation|eclat|plaudit|plaudits,approval|commendation
advocate,VBG,advocate|preach|recommend|urge,propose|suggest|advise|urge|urge on|press|exhort
batter,VBN,baste|batter|buffet|clobber|dinge|knock about,strike|beat|beat up|work over|change shape|change form|deform
organizer,NNP,arranger|labor organizer|organiser|organizer|pda|personal digital assistant|personal organiser|personal organizer,thinker|union representative|electronic device
sweet,JJ,angelic|angelical|cherubic|dulcet|fresh|gratifying|honeyed|mellifluous|mellisonant|odoriferous|odorous|perfumed|scented|seraphic|sugared|sweet|sweet-flavored|sweet-scented|sweet-smelling|sweetened|unfermented,
survive,VBN,come through|endure|exist|go|hold out|hold up|last|live|live on|make it|outlast|outlive|pull round|pull through|subsist|survive,get the better of|overcome|defeat
funding,NN,backing|financial backing|financial support|financing|funding|support,resource|finance
corporation,NNP,bay window|corp|corporation|pot|potbelly|tummy,firm|house|business firm|belly|paunch
lawmaker,NNS,lawgiver|lawmaker,leader
unusually,RB,notably|remarkably|unco|unusually,
donate,VBG,donate,give|gift|present
obligation,NN,certificate of indebtedness|debt instrument|duty|indebtedness|obligation|responsibility,social control|state|personal relation|personal relationship|document|written agreement
suffer,VBG,abide|ache|bear|brook|digest|endure|get|have|hurt|lose|meet|put up|stand|stick out|stomach|suffer|support|sustain|tolerate,experience|see|go through|receive|have|get|feel|permit|allow|let|countenance|worsen|decline|be|perceive|comprehend|tend|be given|lean|incline|run
terrorist,JJ,,NA
individual,NNP,individual|mortal|person|somebody|someone|soul,organism|being|causal agent|cause|causal agency
step,VBN,abuse|ill-treat|ill-use|maltreat|mistreat|pace|step|tread,travel|go|move|locomote|run|execute|treat|handle|do by|supply|provide|render|furnish|walk|put|set|place|pose|position|lay|quantify|measure
disadvantaged,JJ,deprived|disadvantaged,
hard,RB,firmly|hard|hardly|heavily|intemperately|severely,NA
competent,JJ,competent,
one-third,NN,one-third|third|tierce,common fraction|simple fraction
contribute,VBN,add|bestow|bring|chip in|conduce|contribute|give|impart|kick in|lead|lend|put up,change|alter|modify|give|promote|advance|boost|further|encourage|pay
anywhere,RB,anyplace|anywhere,
philanthropist,NNP,altruist|philanthropist,donor|giver|presenter|bestower|conferrer
corporation,NNS,bay window|corp|corporation|pot|potbelly|tummy,firm|house|business firm|belly|paunch
entity,NNS,entity,
donate,VBN,donate,give|gift|present
locally,RB,locally|topically,
nationally,RB,across the country|across the nation|nationally|nationwide,
donate,VB,donate,give|gift|present
step,VB,abuse|ill-treat|ill-use|maltreat|mistreat|pace|step|tread,travel|go|move|locomote|run|execute|treat|handle|do by|supply|provide|render|furnish|walk|put|set|place|pose|position|lay|quantify|measure
bankruptcy,NN,bankruptcy|failure,failure|insolvency|proceeding|legal proceeding|proceedings
higher,RBR,,NA
illinoi,NNP,,NA
friday,NNP,fri|friday,weekday
hike,VBN,boost|hike|hike up,raise|lift|elevate|get up|bring up|walk
registration,NN,adjustment|enrollment|enrolment|readjustment|registration,entrance|entering|entry|ingress|incoming|body|certificate|certification|credential|credentials|sound property|calibration|standardization|standardisation
boost,VB,advance|boost|encourage|further|hike|hike up|promote|supercharge,raise|lift|elevate|get up|bring up|increase|support|back up|thrust
rise,VBZ,arise|ascend|climb|climb up|come up|develop|get up|go up|grow|heighten|jump|lift|mount|move up|originate|prove|rear|rebel|resurrect|rise|rise up|spring up|stand up|surface|turn out|uprise|wax,NA
inactive,JJ,dormant|inactive|motionless|nonoperational|passive|static|still,
pay,VBP,ante up|bear|compensate|devote|give|make up|pay|pay off|pay up|yield,give|communicate|intercommunicate|pay|gain|take in|clear|make|earn|realize|realise|pull in|bring in|settle|think|cogitate|cerebrate|be|digest|endure|stick out|stomach|bear|stand|tolerate|support|brook|abide|suffer|put up|requite|repay
latest,JJS,a la mode(p)|in style(p)|in vogue(p)|latest|modish|up-to-the-minute,
trust,NNP,cartel|combine|confidence|corporate trust|faith|reliance|trust|trustfulness|trustingness,property|belongings|holding|certainty|trait|consortium|pool|syndicate|belief|friendship|friendly relationship
disburse,NNS,,NA
assist,VBP,aid|assist|attend|attend to|help|serve|wait on,support|back up|work|help|assist|aid
low-,JJ,,NA
assistance,NNP,aid|assist|assistance|economic aid|economic assistance|financial aid|financial assistance|help,activity|resource|gift
overcome,VBP,defeat|get over|get the best|get the better of|have the best|master|overcome|overpower|overtake|overwhelm|subdue|surmount|sweep over|whelm,beat|beat out|crush|shell|trounce|vanquish|arouse|elicit|enkindle|kindle|evoke|fire|raise|provoke
addiction,NN,addiction|dependance|dependence|dependency|habituation,physical condition|physiological state|physiological condition|craving|award|awarding
illness,NN,illness|malady|sickness|unwellness,ill health|unhealthiness|health problem
aim,NN,aim|bearing|design|heading|intent|intention|object|objective|purpose|target,goal|end|steering|guidance|direction|way
ann,NNP,,NA
mcmorrow,NNP,,NA
downturn,NN,downswing|downturn,worsening
administer,VBZ,administer|administrate|allot|deal|deal out|dish out|dispense|distribute|dole out|lot|mete out|parcel out|shell out,manage|deal|care|handle|give|apply|treat|care for|direct
account,NNPS,account|account statement|accounting|bill|business relationship|chronicle|explanation|history|invoice|news report|report|score|story|write up,record|news|relationship|statement|reason|ground|importance|financial statement|informing|making known|profit|gain
iolta,NNP,,NA
escrow,NN,escrow,written agreement
generate,VBZ,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce
trust,NN,cartel|combine|confidence|corporate trust|faith|reliance|trust|trustfulness|trustingness,property|belongings|holding|certainty|trait|consortium|pool|syndicate|belief|friendship|friendly relationship
sag,VBG,droop|flag|sag|sag down|swag,sink|drop|drop down|sink|drop|drop down
plague,VBN,beset|blight|chevvy|chevy|chivvy|chivy|harass|harry|hassle|molest|plague|provoke,afflict|smite|annoy|rag|get to|bother|get at|irritate|rile|nark|nettle|gravel|vex|chafe|devil
earn,VBD,bring in|clear|earn|gain|garner|make|pull in|realise|realize|take in|win,get|acquire|get|acquire
ruth,NNP,babe ruth|book of ruth|commiseration|george herman ruth|pathos|pity|ruth|ruth|sultan of swat,sympathy|fellow feeling
schmitt,NNP,,NA
fund,VBG,fund,finance|roll up|collect|accumulate|pile up|amass|compile|hoard|supply|provide|render|furnish|invest|put|commit|place|support
plummet,VBN,plummet|plump,drop
lifesave,VBG,,NA
underwrite,VB,cover|insure|subvent|subvention|underwrite,undertake|guarantee|guarantee|warrant
foundation,NNP,base|basis|cornerstone|creation|foot|foundation|foundation garment|founding|fundament|grounding|groundwork|initiation|innovation|instauration|institution|introduction|origination|substructure|understructure,relation|financial institution|financial organization|financial organisation|support|education|assumption|supposition|supposal|undergarment|unmentionable|beginning|start|commencement
metropolitan,NNP,metropolitan,archbishop|resident|occupant|occupier
chicago,NNP,boodle|chicago|michigan|newmarket|stops|windy city,card game|cards
lincoln,NNP,abraham lincoln|capital of nebraska|lincoln|president abraham lincoln|president lincoln,domestic sheep|ovis aries
springfield,NNP,capital of illinois|springfield,
prairie,NNP,prairie,grassland
rockford,NNP,rockford,
demonstrate,VBG,attest|certify|demo|demonstrate|establish|evidence|exhibit|manifest|march|present|prove|shew|show,show|confirm|corroborate|sustain|substantiate|support|affirm|testify|bear witness|prove|evidence|protest|resist|dissent
responsibility,NNS,duty|obligation|province|responsibility|responsibleness,social control|sphere|domain|area|orbit|field|arena|trustworthiness|trustiness
leonard,NNP,dutch leonard|elmore john leonard|elmore leonard|leonard,
f,NNP,atomic number 9|degree fahrenheit|f|f|farad|fluorine,degree|chemical element|element|gas|halogen|capacitance unit|letter|letter of the alphabet|alphabetic character
amarus,NNP,,NA
release,NN,acquittance|button|departure|discharge|dismissal|dismission|exit|expiration|firing|freeing|going|handout|liberation|loss|outlet|passing|press release|release|sack|sacking|spill|spillage|tone ending|vent|waiver,merchandise|ware|product|accomplishment|achievement|natural process|natural action|action|activity|announcement|promulgation|termination|ending|conclusion|death|decease|expiry|legal document|legal instrument|official document|instrument|device|flow|stream|relinquishment|relinquishing
assist,VBG,aid|assist|attend|attend to|help|serve|wait on,support|back up|work|help|assist|aid
sheila,NNP,,NA
murphy,NNP,irish potato|murphy|potato|spud|tater|white potato,root vegetable|starches|solanaceous vegetable
circuit,NNP,circle|circuit|circumference|electric circuit|electrical circuit|lap|racing circuit|tour,electrical device|journey|journeying|path|route|itinerary|boundary line|border|borderline|delimitation|mete|group|grouping|racetrack|racecourse|raceway|track|locomotion|travel
judge,NN,evaluator|judge|jurist|justice,official|functionary|adjudicator|authority
chair,VBN,chair|chairman|lead|moderate,head|lead|hash out|discuss|talk over
timothy,NNP,herd's grass|phleum pratense|timothy|timothy,grass|hay
bertschy,NNP,,NA
peorium,NNP,,NA
isba,NNP,,NA
urge,VBD,advocate|barrack|cheer|exhort|inspire|pep up|press|recommend|root on|urge|urge on,rede|advise|counsel|propose|suggest|encourage
justice,NNS,department of justice|doj|judge|jurist|justice|justice|justice department|justness,righteousness|natural virtue|judgment|judgement|assessment|official|functionary|adjudicator|executive department
object,VB,object,disapprove|reject|be
hike,NN,boost|cost increase|hike|hiking|raise|rise|salary increase|tramp|wage hike|wage increase,walk|increase|increment
relapse,NN,backsliding|lapse|lapsing|relapse|relapsing|reversion|reverting,failure
complete,VBN,complete|discharge|dispatch|fill in|fill out|finish|make out|nail,end|terminate|fill|fill up|make full|carry through|accomplish|execute|carry out|action|fulfill|fulfil|play
amends,NNS,amends|damages|indemnification|indemnity|redress|reparation|restitution,compensation|expiation|atonement|propitiation
rule,NNPS,convention|dominion|formula|linguistic rule|normal|pattern|prescript|principle|regulation|rule|ruler,concept|conception|construct|practice|direction|instruction|generalization|generalisation|generality|duration|continuance|dominance|ascendance|ascendence|ascendancy|ascendency|control|law|law of nature|procedure|process|measuring stick|measure|measuring rod
authorize,VBG,authorise|authorize|clear|empower|pass,permit|allow|let|countenance|appoint|charge
registration,NNP,adjustment|enrollment|enrolment|readjustment|registration,entrance|entering|entry|ingress|incoming|body|certificate|certification|credential|credentials|sound property|calibration|standardization|standardisation
disciplinary,NNP,,NA
commission,NNP,charge|commission|commissioning|committal|committee|delegacy|delegation|deputation|direction|military commission|mission|perpetration,administrative unit|administrative body|fee|authorization|authorisation|empowerment|operation|organization|organisation|command|bid|bidding|dictation|certificate|certification|credential|credentials|crime|criminal offense|criminal offence|law-breaking|assignment|duty assignment
automatically,RB,automatically|mechanically,
anthem,NNP,anthem|hymn,song|vocal|religious song
payout,NN,,NA
pose,NNP,affectation|affectedness|airs|mannerism|pose,affectedness|position|posture|attitude|pretense|pretence|pretending|simulation|feigning
problem,NNP,job|problem|trouble,difficulty|question|head
poorest,JJS,,NA
policyholder,NNP,policyholder,customer|client|holder
medicaid,NNP,medicaid,health care
benefit,NNP,benefit|welfare,payment|good|goodness|performance|public presentation
seem,VBN,appear|look|seem,be|appear|seem
manna,NN,manna|manna from heaven|miraculous food,sap|food|nutrient
heaven,NN,eden|heaven|heaven|nirvana|paradise|promised land|shangri-la,region|part|imaginary place|mythical place|fictitious place
unexpectedly,RB,accidentally|by chance|circumstantially|out of the blue|unexpectedly,
half-million,JJ,,NA
kentucky,NNP,bluegrass state|ken.|kentucky|ky,
downside,NN,downside,side
check,NNS,arrest|assay|balk|bank check|baulk|bridle|check|check mark|check-out procedure|checkout|cheque|chip|chit|confirmation|curb|deterrent|halt|handicap|hinderance|hindrance|hitch|impediment|stay|stop|stoppage|substantiation|tab|tick|verification,draft|bill of exchange|order of payment|appraisal|assessment|bill|account|invoice|inaction|inactivity|inactiveness|proof|cogent evidence|inspection|review|mark|difficulty|blemish|defect|mar|weave|restraint|obstruction|chess move
policyholder,NNS,policyholder,customer|client|holder
insurer,NN,insurance company|insurance firm|insurance underwriter|insurer|underwriter,nondepository financial institution
publicly,RB,in public|publically|publicly,
trade,VBN,deal|merchandise|sell|swap|switch|swop|trade|trade in,exchange|change|interchange|sell|transact
suffer,VB,abide|ache|bear|brook|digest|endure|get|have|hurt|lose|meet|put up|stand|stick out|stomach|suffer|support|sustain|tolerate,experience|see|go through|receive|have|get|feel|permit|allow|let|countenance|worsen|decline|be|perceive|comprehend|tend|be given|lean|incline|run
windfall,NN,bonanza|boom|bunce|godsend|gold rush|gravy|manna from heaven|windfall,edible fruit|happening|occurrence|occurrent|natural event
food-stamp,JJ,,NA
threshold,NN,brink|door|doorsill|doorstep|doorway|limen|room access|threshold|verge,beginning|commencement|first|outset|get-go|start|kickoff|starting time|showtime|offset|sensation|esthesis|aesthesis|sense experience|sense impression|sense datum|entrance|entranceway|entryway|entry|entree|sill|boundary|edge|bound
medicaid-paid,NNP,,NA
nursing,NN,breast feeding|nursing,care|attention|aid|tending|health profession|infant feeding
blue,NN,amobarbital sodium|amytal|blue|blue air|blue angel|blue devil|blue sky|blueing|blueness|bluing|wild blue yonder,chromatic color|chromatic colour|spectral color|spectral colour|clothing|article of clothing|vesture|wear|wearable|habiliment|organization|organisation|sky|dye|dyestuff|amobarbital|lycaenid|lycaenid butterfly
jaime,NNP,,NA
odle,NNP,,NA
harmon,NNP,,NA
lexington-based,JJ,,NA
access,NNP,access|access code|accession|admission|admittance|approach|entree|memory access,right|way|code|operation|approach|approaching|coming
folks,NNS,common people|folk|folks,kin|kin group|kinship group|kindred|clan|tribe|people
statewide,JJ,statewide,
advocate,NNS,advocate|advocator|counsel|counsellor|counselor|counselor-at-law|exponent|pleader|proponent,person|individual|someone|somebody|mortal|soul|lawyer|attorney
payout,NNS,,NA
cost,VB,be|cost,be|necessitate|ask|postulate|need|require|take|involve|call for|demand
temporarily,RB,temporarily,
deluge,VBN,deluge|flood|flood out|inundate|overwhelm|submerge|swamp,fill|fill up|make full|charge|saddle|burden|flood
hamon,NNP,,NA
operate,VBZ,control|engage|function|go|lock|maneuver|manoeuver|manoeuvre|mesh|operate|operate on|run|work,direct|manipulate|move|go|displace|treat|care for
check,NN,arrest|assay|balk|bank check|baulk|bridle|check|check mark|check-out procedure|checkout|cheque|chip|chit|confirmation|curb|deterrent|halt|handicap|hinderance|hindrance|hitch|impediment|stay|stop|stoppage|substantiation|tab|tick|verification,draft|bill of exchange|order of payment|appraisal|assessment|bill|account|invoice|inaction|inactivity|inactiveness|proof|cogent evidence|inspection|review|mark|difficulty|blemish|defect|mar|weave|restraint|obstruction|chess move
dispose,VBN,cast aside|cast away|cast out|chuck out|discard|dispose|fling|incline|put away|qualify|throw away|throw out|toss|toss away|toss out,sell|get rid of|remove|determine|shape|mold|influence|regulate|put|set|place|pose|position|lay|prepare|groom|train
pick,VB,beak|blame|break up|clean|cull|find fault|foot|nibble|peck|pick|piece|pluck|plunk,choose|take|select|pick out|gather|garner|collect|pull together|knock|criticize|criticise|pick apart|provoke|evoke|call forth|kick up|remove|take away|withdraw|rob|pay|pull|draw|pierce|strike|eat
legal-aid,JJ,,NA
counselor,NN,advocate|counsel|counsellor|counselor|counselor-at-law|pleader,adviser|advisor|consultant|supervisor|lawyer|attorney
understand,VBZ,empathise|empathize|infer|interpret|read|realise|realize|see|sympathise|sympathize|translate|understand,understand|believe
amy,NNP,,NA
turner,NNP,food turner|frederick jackson turner|henry hubert turner|joseph mallord william turner|nat turner|turner|turner,tumbler|skilled worker|trained worker|skilled workman|person|individual|someone|somebody|mortal|soul|cooking utensil|cookware
louisville,NNP,louisville,
cover,VBZ,address|breed|brood|compensate|comprehend|continue|cover|cover up|cross|cut across|cut through|deal|embrace|encompass|enshroud|extend|get across|get over|handle|hatch|hide|incubate|insure|overcompensate|overlay|pass over|plow|report|shroud|spread over|track|traverse|treat|underwrite|wrap up,touch|adjoin|meet|contact|be|satisfy|fulfill|fulfil|live up to|broach|initiate|include|pass|inform|protect|hide|conceal|see|check|insure|see to it|ensure|control|ascertain|assure|guarantee|warrant|compensate|counterbalance|correct|make up|even out|even off|even up|endow|indue|gift|empower|invest|endue|substitute|deputize|deputise|step in|envelop|enfold|enwrap|wrap|enclose|copulate|mate|pair|couple|play|reproduce|procreate|multiply|dress|clothe|enclothe|garb|raiment|tog|garment|habilitate|fit out|apparel
jefferson,NNP,jefferson|president jefferson|thomas jefferson,
trigger,VBN,activate|actuate|set off|spark|spark off|touch off|trigger|trigger off|trip,initiate|pioneer
mailing,NN,mailing|posting,mail|post|transmission|transmittal|transmitting
indianapolis-based,JJ,,NA
shares,NNS,,NA
employer,NNS,employer,leader
shareholder,NNS,shareholder|shareowner|stockholder,investor
mailing,NNS,mailing|posting,mail|post|transmission|transmittal|transmitting
catch,VBD,arrest|becharm|beguile|bewitch|captivate|capture|catch|catch up with|charm|enamor|enamour|enchant|entrance|fascinate|get|grab|hitch|overhear|overtake|pick up|see|take hold of|take in|trance|trip up|view|watch,surprise|perceive|comprehend|hit|seize|prehend|clutch|attach|attract|pull|pull in|draw|draw in|get|acquire|board|get on|change|control|hold in|hold|contain|check|curb|moderate|hear|watch|learn|get word|get wind|pick up|find out|get a line|discover|see|understand|contract|take|erupt|ignite|catch fire|take fire|combust|conflagrate|hurt|ache|suffer|appeal|reproduce|roll up|collect|accumulate|pile up|amass|compile|hoard|spread|propagate|play|witness|find|delay|detain|hold up
nice,JJ,courteous|dainty|decent|gracious|nice|overnice|prissy|skillful|squeamish,
worry,VBD,care|concern|interest|occupy|vex|worry,mind|perturb|unhinge|disquiet|trouble|cark|distract|disorder|incise|rub
aid-recipient,JJ,,NA
fear,VBP,dread|fear|revere|reverence|venerate,worry|regret|respect|esteem|value|prize|prise
nursing-home,NN,,NA
bed,NNS,bed|bottom|layer|seam,bedroom furniture|plot|plot of land|plot of ground|patch|natural depression|depression|stratum|artifact|artefact|surface|foundation|base|fundament|foot|groundwork|substructure|understructure
qualify,VB,characterise|characterize|condition|dispose|measure up|modify|qualify|specify|stipulate,suffice|do|answer|serve|pronounce|label|judge|modify|prepare|groom|train|contract|undertake|remember|think of|add
state-administered,JJ,,NA
liquid,JJ,fluent|fluid|limpid|liquid|liquified|melted|smooth|swimming,
cash,NN,cash|cash|hard cash|hard currency|immediate payment|john cash|johnny cash,currency|payment
lower,RBR,,NA
longest,JJS,,NA
mailbox,NNS,letter box|mailbox|postbox,box|maildrop
justifiably,RB,justifiably,
glenda,NNP,,NA
harrison,NNP,benjamin harrison|george harrison|harrison|president benjamin harrison|president harrison|president william henry harrison|reginald carey harrison|rex harrison|sir rex harrison|william henry harrison,
covington,NNP,,NA
hurt,VBN,ache|anguish|bruise|hurt|injure|offend|pain|smart|spite|suffer|wound,cause to be perceived|indispose|upset|discompose|untune|disconcert|discomfit|damage|arouse|elicit|enkindle|kindle|evoke|fire|raise|provoke|perceive|comprehend|be
contact,VB,adjoin|contact|get hold of|get through|meet|reach|touch,communicate|intercommunicate
public-aid,JJ,,NA
lauren,NNP,,NA
green-,NNP,,NA
caldwell,NNP,caldwell|erskine caldwell|erskine preston caldwell,
talk,VBG,babble|babble out|blab|blab out|lecture|let the cat out of the bag|mouth|peach|sing|speak|spill|spill the beans|talk|tattle|utter|verbalise|verbalize,communicate|intercommunicate|tell|unwrap|disclose|let on|bring out|reveal|discover|expose|divulge|break|give away|let out|uncover|teach|learn|instruct
conclude,VBD,close|conclude|reason|reason out|resolve,think|cogitate|cerebrate|end|terminate|agree|hold|concur|concord|stop|finish|cease
handle,VBN,address|care|cover|deal|do by|handle|manage|palm|plow|treat|wield,control|command|interact|broach|initiate|touch|manipulate|keep in line
wonder,VBG,enquire|inquire|marvel|question|wonder,question|query|chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|react|respond
abou,NN,,NA
jess,NNP,,NA
service,NNPS,armed service|avail|divine service|help|inspection and repair|military service|overhaul|religious service|robert william service|serve|service|service|service of process|servicing|serving|table service,work|aid|assist|assistance|help|religious ceremony|religious ritual|company|employment|force|personnel|helpfulness|tableware|coupling|mating|pairing|conjugation|union|sexual union|activity|tennis stroke|tennis shot|delivery|bringing|care|maintenance|upkeep|accommodation
fair-market,JJ,,NA
spend,VBP,drop|expend|pass|spend,pay|consume|eat up|use up|eat|deplete|exhaust|run through|wipe out
car,NN,auto|automobile|cable car|car|elevator car|gondola|machine|motorcar|railcar|railroad car|railway car,motor vehicle|automotive vehicle|wheeled vehicle|compartment
lee,NNP,bruce lee|gypsy rose lee|henry lee|lee|lee|lee side|lee yuen kam|leeward|lighthorse harry lee|richard henry lee|robert e. lee|robert edward lee|rose louise hovick|shelton jackson lee|spike lee|tsung dao lee,side|face
richardson,NNP,henry hobson richardson|ralph richardson|richardson|sir ralph david richardson,
specialize,VBG,differentiate|narrow|narrow down|particularise|particularize|specialise|specialize|speciate|specify,change|alter|vary|elaborate|lucubrate|expatiate|exposit|enlarge|flesh out|expand|expound|dilate|modify|work|evolve
latitude,NN,latitude|line of latitude|parallel|parallel of latitude,angular distance|liberty|line|scope|range|reach|orbit|compass|ambit
alternative,NNS,alternative|choice|option,decision making|deciding
prepaid,JJ,postpaid|prepaid,
premium,NNS,agio|agiotage|bounty|exchange premium|insurance premium|premium,payment|value|economic value|charge|bonus|incentive|prize|award|reward
advance,NN,advance|advancement|approach|betterment|cash advance|feeler|forward motion|improvement|onward motion|overture|procession|progress|progression|rise,change of location|travel|transformation|transmutation|shift|suggestion|proposition|proffer|motion|movement|move|sum|sum of money|amount|amount of money|increase|step-up
supplement,NN,accessory|add-on|addendum|appurtenance|postscript|supplement|supplementation,matter|increase|increment|component|constituent|element
health-insurance,JJ,,NA
allowable,JJ,allowable|permissible,
expenditure,NNS,consumption|expending|expenditure|outgo|outlay|spending|using up,transferred property|transferred possession|spending|disbursement|disbursal|outlay|depletion
transportation,NN,conveyance|department of transportation|deportation|dot|exile|expatriation|fare|shipping|transfer|transferral|transit|transport|transportation|transportation|transportation system,facility|installation|movement|charge|executive department|commercial enterprise|business enterprise|business|banishment|proscription
repair,NNS,fix|fixing|fixture|hangout|haunt|mend|mending|repair|reparation|resort|stamping ground,improvement|condition|status|area|country
spending,NN,disbursal|disbursement|expenditure|outgo|outlay|spending,payment|defrayal|defrayment|transferred property|transferred possession
unspent,JJ,unexpended|unspent,
holly,NNP,buddy holly|charles hardin holley|holly|holly,angiospermous tree|flowering tree
paralegal,NN,legal assistant|paralegal,paraprofessional
bloomington,NNP,bloomington,
kofus,NNP,,NA
annan,NNP,,NA
secretary-,NNP,,NA
inequality,NNS,inequality,difference
bridge,NNS,bridge|bridge circuit|bridge deck|bridgework|nosepiece|span,structure|construction|circuit|electrical circuit|electric circuit|connection|connexion|connectedness|anatomical structure|complex body part|bodily structure|body structure|card game|cards|support|denture|dental plate|plate|link|linkup|tie|tie-in|upper deck
stress,VBD,accent|accentuate|emphasise|emphasize|punctuate|strain|stress|try,express|show|evince|pronounce|articulate|enounce|sound out|enunciate|say|afflict
assert,VBG,affirm|assert|asseverate|aver|avow|insist|maintain|put forward|swan|swear|verify,insist|take a firm stand|declare|behave|acquit|bear|deport|conduct|comport|carry|postulate|posit
unbalanced,JJ,brainsick|crazy|demented|disturbed|imbalanced|mad|sick|unbalanced|unhinged,
sentiment,NNS,opinion|persuasion|sentiment|thought|view,feeling|belief
echo,VBN,echo|recall|repeat|resound|reverberate|ring,utter|emit|let out|let loose|sound|go|resemble
scientist,NNS,scientist,person|individual|someone|somebody|mortal|soul
disparity,NN,disparity,inequality
gibb,NNP,,NA
goldemberg,NNP,,NA
riddoch,NNP,,NA
educational,NNP,,NA
scientific,NNP,,NA
organization,NNP,administration|arrangement|brass|constitution|establishment|formation|governance|governing body|organisation|organization|system,social group|structure|body|administration|disposal|orderliness|methodicalness|activity|beginning|start|commencement
unesco,NNP,unesco|united nations educational scientific and cultural organization,united nations agency|un agency
global,JJ,ball-shaped|global|globose|globular|orbicular|planetary|spheric|spherical|world-wide|world(a)|worldwide,
researcher,NNS,investigator|research worker|researcher,scientist
publication,NNS,issue|publication|publishing,work|piece of work|printing|communication|commercial enterprise|business enterprise|business
register,VBN,cross-file|file|read|record|register|show,record|enter|put down|register|enroll|inscribe|enrol|recruit|indicate|campaign|run|show|show up|play|mail|post|send|affect
science,NNP,science|scientific discipline|skill,discipline|subject|subject area|subject field|field|field of study|study|bailiwick|ability|power
citation,NNP,acknowledgment|citation|citation|cite|commendation|credit|mention|quotation|quote|reference,award|accolade|honor|honour|laurels|speech act|note|annotation|notation|excerpt|excerption|extract|selection|summons|process
scus,NNP,,NA
dominate,VBP,command|dominate|eclipse|master|overlook|overshadow|overtop|predominate|prevail|reign|rule,influence|act upon|work|control|command|brood|hover|loom|bulk large|lie
richer,JJR,,NA
invest,VB,adorn|clothe|commit|empower|endow|endue|enthrone|gift|induct|indue|invest|place|put|seat|vest,spend|expend|drop|enable|equip|fit|fit out|outfit|install|instal
bibliometric,JJ,,NA
database,NN,database,information|info
north,JJ,north,
alonso,NNP,alicia alonso|alonso,
fernández-,NNP,,NA
juricic,NNP,,NA
vohora,NNP,,NA
world,NNS,cosmos|creation|domain|earth|earth|earthly concern|existence|globe|human beings|human race|humanity|humankind|humans|macrocosm|man|mankind|populace|public|reality|universe|world|worldly concern,natural object|class|stratum|social class|socio-economic class|experience|people|part|piece|concern|homo|man|human being|human|group|grouping
